date,queried_at,slug,skill_id,skill_id_source,found,http_status,display_name,category,created_at,updated_at,latest_version,claim_state,verified,owner_handle,downloads,installs,stars,comments,versions_count,in_search_index,search_checked,has_evaluation,eval_skill_id,eval_adaptability,eval_convention,eval_effectiveness,eval_reliability,eval_trust,eval_overall,error
2026-09-23,2026-09-23T11:37:07.159144+08:00,interview-me-zh,204562,doc,True,200,需求访谈（一次一问）,ai-agent,2026-09-17T10:25:14.103000Z,2026-09-23T03:05:53.967000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204562,4.25,4.25,4.78,3.83,5,4.41,
2026-09-23,2026-09-23T11:37:11.826940+08:00,idea-refine-zh,204563,doc,True,200,创意打磨（发散→收敛→一页纸）,ai-agent,2026-09-17T10:26:29.839000Z,2026-09-23T03:06:07.434000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204563,4.4,4.25,4.65,4.0,5,4.43,
2026-09-23,2026-09-23T11:37:16.532233+08:00,spec-driven-zh,204565,doc,True,200,规格驱动开发（先 Spec 后代码）,dev-programming,2026-09-17T10:27:45.437000Z,2026-09-23T02:48:36.174000Z,0.1.0,unclaimed,False,indiv-captain,24,0,0,0,1,True,True,True,204565,4.4,4.35,4.72,4.17,4.5,4.44,
2026-09-23,2026-09-23T11:37:21.154046+08:00,source-driven-zh,204566,doc,True,200,源驱动开发（官方文档为准）,dev-programming,2026-09-17T10:29:00.974000Z,2026-09-23T03:06:39.849000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204566,4.25,4.33,4.72,4.1,4.75,4.43,
2026-09-23,2026-09-23T11:37:25.767695+08:00,tdd-zh,204570,doc,True,200,测试驱动开发（红-绿-重构）,dev-programming,2026-09-17T10:30:16.493000Z,2026-09-23T02:57:27.419000Z,0.1.1,unclaimed,False,indiv-captain,26,0,0,0,2,True,True,True,204570,4.4,4.47,4.72,4.37,5,4.58,
2026-09-23,2026-09-23T11:37:30.420437+08:00,debug-triage-zh,204572,doc,True,200,系统化排错与分诊,dev-programming,2026-09-17T10:31:32.045000Z,2026-09-23T03:06:35.876000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204572,4,4.2,4.72,4.5,5,4.48,
2026-09-23,2026-09-23T11:37:35.177384+08:00,observability-zh,204575,doc,True,200,可观测性与埋点,it-ops-security,2026-09-17T10:32:47.601000Z,2026-09-23T02:33:44.845000Z,0.1.1,unclaimed,False,indiv-captain,40,0,0,0,2,True,True,True,204575,4.4,4.5,4.4,4.33,5,4.49,
2026-09-23,2026-09-23T11:37:39.776426+08:00,security-hardening-zh,204578,doc,True,200,安全加固（威胁建模到 LLM 安全）,it-ops-security,2026-09-17T10:34:03.367000Z,2026-09-23T02:36:36.837000Z,0.1.1,unclaimed,False,indiv-captain,29,0,0,0,2,True,True,True,204578,4.75,4.15,4.78,4.5,4.75,4.55,
2026-09-23,2026-09-23T11:37:44.415644+08:00,performance-optimization-zh,204582,doc,True,200,性能优化（先测量再优化）,dev-programming,2026-09-17T10:35:18.989000Z,2026-09-23T03:09:02.601000Z,0.1.1,unclaimed,False,indiv-captain,28,0,0,0,2,True,True,True,204582,4.25,4.22,4.65,4.17,5,4.43,
2026-09-23,2026-09-23T11:37:49.043620+08:00,shipping-launch-zh,204584,doc,True,200,上线发布（清单·灰度·回滚）,it-ops-security,2026-09-17T10:36:34.598000Z,2026-09-23T03:06:07.904000Z,0.1.0,unclaimed,False,indiv-captain,20,0,0,0,1,True,True,True,204584,3.65,4.38,4.85,4.6,5,4.53,
2026-09-23,2026-09-23T11:37:53.684233+08:00,code-review-five-axis-zh,204587,doc,True,200,五轴代码评审,dev-programming,2026-09-17T10:37:50.288000Z,2026-09-23T03:08:38.386000Z,0.1.1,unclaimed,False,indiv-captain,25,0,0,0,2,True,True,True,204587,4.15,4.03,4.67,4.67,5,4.47,
2026-09-23,2026-09-23T11:37:58.529076+08:00,context-engineering-zh,204589,doc,True,200,上下文工程（规则文件与预算）,ai-agent,2026-09-17T10:39:05.868000Z,2026-09-23T03:07:07.419000Z,0.1.1,unclaimed,False,indiv-captain,24,0,0,0,2,True,True,True,204589,3.9,4.38,4.8,3.83,5,4.4,
2026-09-23,2026-09-23T11:38:03.236691+08:00,constraints-md-zh,204591,doc,True,200,约束驱动开发（CONSTRAINTS.md）,dev-programming,2026-09-17T10:40:22.182000Z,2026-09-23T03:08:33.822000Z,0.1.1,unclaimed,False,indiv-captain,23,0,0,0,2,True,True,True,204591,4.25,4.58,4.72,4.43,4.75,4.57,
2026-09-23,2026-09-23T11:38:07.903066+08:00,doubt-driven-zh,204593,doc,True,200,质疑驱动开发（对抗复审）,dev-programming,2026-09-17T10:41:37.776000Z,2026-09-23T03:06:36.079000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204593,4.85,4.35,4.65,3.83,4.5,4.41,
2026-09-23,2026-09-23T11:38:12.620444+08:00,browser-testing-devtools-zh,204595,doc,True,200,浏览器 DevTools 测试,dev-programming,2026-09-17T10:42:53.403000Z,2026-09-23T03:19:19.309000Z,0.1.0,unclaimed,False,indiv-captain,30,0,0,0,1,True,True,True,204595,4.15,4.35,4.83,4.03,4.75,4.44,
2026-09-23,2026-09-23T11:38:17.241104+08:00,frontend-ui-zh,204598,doc,True,200,前端 UI 工程（生产级·无障碍）,dev-programming,2026-09-17T10:44:09.378000Z,2026-09-23T03:08:41.553000Z,0.1.1,unclaimed,False,indiv-captain,23,0,0,0,2,True,True,True,204598,4.4,4.35,4.35,3.67,4.95,4.3,
2026-09-23,2026-09-23T11:38:36.038118+08:00,skillhub-publish-helper,204604,doc,True,200,SkillHub 发布助手,dev-programming,2026-09-17T10:46:51.698000Z,2026-09-18T01:01:28.445000Z,0.1.0,unclaimed,False,indiv-captain,5,0,0,0,1,True,True,True,204604,4.4,4.38,4.45,4.37,5,4.48,
2026-09-23,2026-09-23T11:38:41.785184+08:00,skill-lint-scorecard,204607,doc,True,200,技能体检（SKILL.md 打分）,dev-programming,2026-09-17T10:48:07.315000Z,2026-09-23T02:19:46.511000Z,0.1.0,unclaimed,False,indiv-captain,35,0,0,0,1,True,True,True,204607,4.4,4.25,4.5,3.97,5,4.38,
2026-09-23,2026-09-23T11:38:46.532449+08:00,teach-workspace-zh,204610,doc,True,200,学习工作台（教我一门技能）,education,2026-09-17T10:49:23.156000Z,2026-09-23T02:33:30.364000Z,0.1.1,unclaimed,False,indiv-captain,30,0,0,0,2,True,True,True,204610,4.4,4.2,4.6,4.1,5,4.42,
2026-09-23,2026-09-23T11:38:51.152476+08:00,deep-module-design-zh,204613,doc,True,200,深模块设计（接口·接缝·可测性）,dev-programming,2026-09-17T10:50:38.761000Z,2026-09-23T03:08:40.564000Z,0.1.1,unclaimed,False,indiv-captain,23,0,0,0,2,True,True,True,204613,4.05,4.22,4.72,4.17,5,4.43,
2026-09-23,2026-09-23T11:38:55.871376+08:00,writing-for-agents-zh,204615,doc,True,200,给 Agent 写文档（技能与规则文件）,ai-agent,2026-09-17T10:51:54.431000Z,2026-09-23T03:07:26.873000Z,0.1.1,unclaimed,False,indiv-captain,23,0,0,0,2,True,True,True,204615,4,4.25,4.72,4.1,5,4.41,
2026-09-23,2026-09-23T11:39:00.655970+08:00,wayfinder-zh,204618,doc,True,200,导航图（大事拆决策工单）,ai-agent,2026-09-17T10:53:10Z,2026-09-23T02:19:17.832000Z,0.1.0,unclaimed,False,indiv-captain,27,0,0,0,1,True,True,True,204618,4.5,4.0,4.72,4.03,4.75,4.37,
2026-09-23,2026-09-23T11:39:05.289133+08:00,wizard-zh,204621,doc,True,200,人工步骤向导生成器,dev-programming,2026-09-17T10:54:25.570000Z,2026-09-23T03:06:42.219000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204621,4.5,4.35,5,4.47,4.65,4.61,
2026-09-23,2026-09-23T11:39:10.051038+08:00,research-primary-zh,204624,doc,True,200,一手来源研究,knowledge-management,2026-09-17T10:55:41.167000Z,2026-09-23T03:05:57.882000Z,0.1.1,unclaimed,False,indiv-captain,22,0,0,0,2,True,True,True,204624,4.25,4.33,4.53,4.0,4.75,4.36,
2026-09-23,2026-09-23T11:39:14.693664+08:00,handoff-doc-zh,204626,doc,True,200,会话交接单,ai-agent,2026-09-17T10:56:56.774000Z,2026-09-23T03:07:43.500000Z,0.1.1,unclaimed,False,indiv-captain,23,0,0,0,2,True,True,True,204626,4.85,3.95,4.7,3.67,5,4.35,
2026-09-23,2026-09-23T11:39:16.170729+08:00,triage-zh,204663,doc,False,404,,,,,,,,,,,,,,,False,False,,,,,,,,Skill not found
2026-09-23,2026-09-23T11:39:20.896512+08:00,prototype-zh,204689,doc,True,200,一次性原型（逻辑 / UI）,dev-programming,2026-09-17T11:10:18.939000Z,2026-09-23T03:07:26.787000Z,0.1.1,unclaimed,False,indiv-captain,23,0,0,0,2,True,True,True,204689,4.15,4.4,4.72,4.17,5,4.49,
2026-09-23,2026-09-23T11:39:25.629783+08:00,tdd-seams-zh,204717,doc,True,200,接缝驱动 TDD,dev-programming,2026-09-17T11:11:34.554000Z,2026-09-23T02:15:02.661000Z,0.1.1,unclaimed,False,indiv-captain,27,0,0,0,2,True,True,True,204717,4.15,4.62,4.65,4.27,5,4.55,
2026-09-23,2026-09-23T11:39:30.331961+08:00,architecture-deepening-zh,204740,doc,True,200,架构加深体检（HTML 报告）,dev-programming,2026-09-17T11:12:50.174000Z,2026-09-23T03:07:22.839000Z,0.1.1,unclaimed,False,indiv-captain,24,0,0,0,2,True,True,True,204740,4.4,4.25,4.53,4.03,4.65,4.35,
2026-09-23,2026-09-23T11:39:35.066797+08:00,to-questionnaire-zh,204742,doc,True,200,决策问卷生成,ai-agent,2026-09-17T11:14:05.768000Z,2026-09-23T03:06:35.832000Z,0.1.1,unclaimed,False,indiv-captain,23,0,0,0,2,True,True,True,204742,4.15,4.5,4.65,4.0,5,4.46,
2026-09-23,2026-09-23T11:39:39.860928+08:00,re-pitch-zh,204744,doc,True,200,没听懂，重讲一遍,ai-agent,2026-09-17T11:15:21.380000Z,2026-09-22T16:43:38.574000Z,0.1.1,unclaimed,False,indiv-captain,26,0,0,0,2,True,True,True,204744,4.65,4.12,4.72,4.27,5,4.5,
2026-09-23,2026-09-23T11:39:44.526754+08:00,tool-design-zh,204748,doc,True,200,面向 Agent 的工具设计,ai-agent,2026-09-17T11:20:32.047000Z,2026-09-23T03:07:42.746000Z,0.1.0,unclaimed,False,indiv-captain,22,0,0,0,1,True,True,True,204748,4.5,4.83,4.62,4.37,5,4.66,
2026-09-23,2026-09-23T11:39:49.133082+08:00,context-fundamentals-zh,204750,doc,True,200,上下文工程基础,ai-agent,2026-09-17T11:21:47.691000Z,2026-09-23T03:06:42.997000Z,0.1.1,unclaimed,False,indiv-captain,23,0,0,0,2,True,True,True,204750,4.15,4.62,4.95,4.5,5,4.67,
2026-09-23,2026-09-23T11:39:53.726271+08:00,context-degradation-zh,204752,doc,True,200,上下文退化诊断,ai-agent,2026-09-17T11:23:03.342000Z,2026-09-23T03:08:31.461000Z,0.1.1,unclaimed,False,indiv-captain,27,0,0,0,2,True,True,True,204752,4.25,4.53,4.78,4.6,5,4.63,
2026-09-23,2026-09-23T11:39:58.333145+08:00,memory-systems-zh,204754,doc,True,200,Agent 记忆系统设计,ai-agent,2026-09-17T11:25:34.494000Z,2026-09-23T02:49:45.891000Z,0.1.0,unclaimed,False,indiv-captain,28,0,0,0,1,True,True,True,204754,4.15,4.45,4.65,4.03,4.5,4.39,
2026-09-23,2026-09-23T11:40:02.970040+08:00,doc-coauthoring-zh,204755,doc,True,200,文档协作写作三阶段,content-creation,2026-09-17T11:26:50Z,2026-09-23T03:07:43.105000Z,0.1.1,unclaimed,False,indiv-captain,23,0,0,0,2,True,True,True,204755,4.5,4.12,4.72,4.7,4.65,4.52,
2026-09-23,2026-09-23T11:40:07.771170+08:00,issue-triage-zh,204759,doc,True,200,工单分诊状态机,ai-agent,2026-09-17T11:29:34.738000Z,2026-09-23T03:05:52.445000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204759,4.5,4.62,4.72,4.53,4.5,4.6,
2026-09-23,2026-09-23T11:40:09.179477+08:00,dockerfile-check,204761,doc,False,566,,,,,,,,,,,,,,,False,False,,,,,,,,HTTP 566
2026-09-23,2026-09-23T11:40:13.872604+08:00,sql-migration-check,204763,doc,True,200,数据库迁移风险,dev-programming,2026-09-17T11:32:06.191000Z,2026-09-23T02:15:03.490000Z,0.1.1,unclaimed,False,indiv-captain,31,0,0,0,2,True,True,True,204763,4.55,4.33,4.6,4.37,5,4.53,
2026-09-23,2026-09-23T11:40:19.589322+08:00,cron-explain,204770,doc,True,200,cron 表达式解释器,dev-programming,2026-09-17T11:34:52.877000Z,2026-09-23T03:06:43.296000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204770,4.75,4.38,4.85,4.27,5,4.61,
2026-09-23,2026-09-23T11:40:24.351991+08:00,openapi-breaking-diff,204772,doc,True,200,OpenAPI 破坏性变更检查,dev-programming,2026-09-17T11:36:08.680000Z,2026-09-23T03:09:04.833000Z,0.1.1,unclaimed,False,indiv-captain,28,0,0,0,2,True,True,True,204772,4.65,4.22,4.65,4.37,5,4.53,
2026-09-23,2026-09-23T11:40:29.081414+08:00,env-sync-check,204775,doc,True,200,.env 一致性检查,dev-programming,2026-09-17T11:38:56.792000Z,2026-09-23T03:09:00.024000Z,0.1.1,unclaimed,False,indiv-captain,29,0,0,0,2,True,True,True,204775,4.4,4.38,4.8,4.17,5,4.53,
2026-09-23,2026-09-23T11:40:33.724642+08:00,flaky-test-finder,204777,doc,True,200,flaky 测试识别,dev-programming,2026-09-17T11:40:12.449000Z,2026-09-23T03:06:05.369000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204777,4.4,4.38,4.72,4.17,5,4.51,
2026-09-23,2026-09-23T11:40:38.846731+08:00,k8s-manifest-check,204780,doc,True,200,K8s 配置检查,it-ops-security,2026-09-17T11:42:51.526000Z,2026-09-23T02:10:59.111000Z,0.1.1,unclaimed,False,indiv-captain,38,0,0,0,2,True,True,True,204780,4.75,4.15,4.55,4.17,5,4.45,
2026-09-23,2026-09-23T11:40:43.479409+08:00,pr-description,204782,doc,True,200,PR 描述生成,dev-programming,2026-09-17T11:44:07.198000Z,2026-09-20T23:48:52.831000Z,0.1.0,unclaimed,False,indiv-captain,2,0,0,0,1,True,True,True,204782,4.5,4.25,4.58,4.17,5,4.45,
2026-09-23,2026-09-23T11:40:48.252509+08:00,context-compression-strategies-zh,204784,doc,True,200,上下文压缩策略,ai-agent,2026-09-17T11:45:22.845000Z,2026-09-23T02:35:05Z,0.1.1,unclaimed,False,indiv-captain,30,0,0,0,2,True,True,True,204784,4.5,4.35,4.38,4.27,5,4.45,
2026-09-23,2026-09-23T11:40:52.969245+08:00,todo-debt-scan,204788,doc,True,200,技术债标记盘点,dev-programming,2026-09-17T11:48:07.719000Z,2026-09-23T03:06:36.518000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204788,4.65,4.08,4.6,4.17,5,4.43,
2026-09-23,2026-09-23T11:40:57.656910+08:00,git-branch-cleanup,204791,doc,True,200,git 分支清理助手,dev-programming,2026-09-17T11:49:23.365000Z,2026-09-23T03:01:48.865000Z,0.1.1,unclaimed,False,indiv-captain,31,0,0,0,2,True,True,True,204791,4.65,4.38,4.65,4.1,5,4.51,
2026-09-23,2026-09-23T11:41:02.353978+08:00,http-health-check,204794,doc,True,200,HTTP 健康巡检,it-ops-security,2026-09-17T11:52:02.700000Z,2026-09-23T03:06:02.727000Z,0.1.0,unclaimed,False,indiv-captain,20,0,0,0,1,True,True,True,204794,4.8,4.6,4.72,4.53,5,4.7,
2026-09-23,2026-09-23T11:41:06.962864+08:00,log-pattern-cluster,204795,doc,True,200,日志模板聚类,it-ops-security,2026-09-17T11:53:18.410000Z,2026-09-23T02:37:02.841000Z,0.1.0,unclaimed,False,indiv-captain,25,0,0,0,1,True,True,True,204795,4.4,4.28,4.65,4.17,4.75,4.43,
2026-09-23,2026-09-23T11:41:11.754656+08:00,access-log-stats,204799,doc,True,200,访问日志统计,it-ops-security,2026-09-17T11:55:55.870000Z,2026-09-23T03:05:57.916000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204799,4.5,4.5,4.58,4.17,5,4.52,
2026-09-23,2026-09-23T11:41:16.360322+08:00,git-hotspots,204801,doc,True,200,代码热点与知识集中度,dev-programming,2026-09-17T11:57:11.766000Z,2026-09-23T03:09:02.051000Z,0.1.1,unclaimed,False,indiv-captain,28,0,0,0,2,True,True,True,204801,4.65,4.28,4.58,4.17,5,4.48,
2026-09-23,2026-09-23T11:41:20.922750+08:00,json-schema-infer,204805,doc,True,200,JSON Schema 推断,dev-programming,2026-09-17T12:00:02.220000Z,2026-09-23T02:42:06.136000Z,0.1.0,unclaimed,False,indiv-captain,26,0,0,0,1,True,True,True,204805,4.4,4.28,4.6,3.83,5,4.39,
2026-09-23,2026-09-23T11:41:25.999883+08:00,codeowners-suggest,204807,doc,True,200,CODEOWNERS 建议,dev-programming,2026-09-17T12:01:17.944000Z,2026-09-23T03:09:00.663000Z,0.1.1,unclaimed,False,indiv-captain,29,0,0,0,2,True,True,True,204807,4.5,4.12,4.67,4.33,5,4.48,
2026-09-23,2026-09-23T11:41:30.865383+08:00,dep-outdated-check,204810,doc,True,200,依赖过期检查,dev-programming,2026-09-17T12:04:04.511000Z,2026-09-23T03:05:58.552000Z,0.1.0,unclaimed,False,indiv-captain,21,0,0,0,1,True,True,True,204810,5,4.12,4.65,4.3,4.5,4.47,
2026-09-23,2026-09-23T11:41:35.579950+08:00,release-readiness-check,204909,doc,True,200,上线体检,it-ops-security,2026-09-17T13:54:04.106000Z,2026-09-23T03:09:02.274000Z,0.1.1,unclaimed,False,indiv-captain,28,0,0,0,2,True,True,True,204909,4.8,4.4,4.72,4.37,5,4.61,
2026-09-23,2026-09-23T11:41:40.238874+08:00,secrets-scan,204911,doc,True,200,仓库泄密自查,it-ops-security,2026-09-17T13:55:19.807000Z,2026-09-22T14:38:37.335000Z,0.1.0,unclaimed,False,indiv-captain,2,0,0,0,1,True,True,True,204911,4.65,4.33,4.65,4.47,4.75,4.54,
2026-09-23,2026-09-23T11:41:44.907947+08:00,config-env-diff,204942,doc,True,200,多环境配置对比,it-ops-security,2026-09-17T13:56:35.420000Z,2026-09-23T03:05:55.874000Z,0.1.0,unclaimed,False,indiv-captain,20,0,0,0,1,True,True,True,204942,4.65,4.08,4.6,4.17,5,4.43,
